applicant_id,age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,num_credit_lines,debt_to_income,previous_defaults,home_ownership,loan_purpose,default
4060,49,79800.0,12.3,569,70500.0,36,2,0.228,0,Rent,Medical,0
4061,25,37100.0,7.0,592,18900.0,36,4,0.29,0,Rent,Home improvement,1
4062,19,51700.0,1.0,819,19000.0,24,4,0.14,0,Mortgage,Debt consolidation,0
4063,51,35500.0,11.4,716,25700.0,36,2,0.123,0,Rent,Home improvement,0
4064,45,59800.0,13.0,647,12800.0,60,4,0.272,0,Rent,Debt consolidation,0
4065,58,35400.0,16.9,666,11400.0,24,4,0.477,1,Own,Medical,0
4066,36,34800.0,11.1,605,29500.0,48,4,0.27,0,Rent,Home improvement,0
4067,63,60300.0,16.4,692,12600.0,12,3,0.335,0,Rent,Medical,0
4068,40,45800.0,9.4,686,6700.0,36,3,0.356,0,Rent,Car,0
4069,57,18700.0,15.3,672,9600.0,48,8,0.235,0,Mortgage,Home improvement,0
4070,23,23700.0,2.2,577,13000.0,48,8,0.469,1,Mortgage,Debt consolidation,1
4071,23,27600.0,0.0,691,15400.0,36,6,0.345,0,Own,Debt consolidation,0
4072,59,31500.0,18.1,628,6000.0,60,3,0.266,0,Rent,Business,0
4073,62,60300.0,18.9,591,40000.0,60,4,0.289,0,Rent,Debt consolidation,1
4074,67,54700.0,23.5,771,14000.0,36,2,0.069,0,Mortgage,Home improvement,0
4075,35,83500.0,6.8,844,71500.0,36,8,0.489,0,Own,Business,1
4076,19,71400.0,0.0,825,17400.0,36,2,0.163,0,Rent,Home improvement,0
4077,69,83800.0,22.8,722,5400.0,36,6,0.086,0,Own,Debt consolidation,0
4078,49,66400.0,10.0,649,35400.0,48,5,0.54,0,Mortgage,Education,0
4079,31,54400.0,8.5,664,12100.0,36,5,0.099,0,Mortgage,Home improvement,0
4080,58,84900.0,19.2,702,49600.0,36,3,0.279,0,Mortgage,Business,0
4081,65,77600.0,22.6,636,19000.0,24,4,0.06,0,Own,Home improvement,0
4082,33,59200.0,7.1,776,24500.0,12,2,0.141,0,Rent,Medical,0
4083,58,92600.0,14.5,507,18800.0,36,8,0.202,0,Own,Debt consolidation,0
4084,59,15200.0,,646,6300.0,60,3,0.521,0,Rent,Education,0
4085,44,42400.0,11.5,734,7000.0,48,7,0.267,0,Own,Medical,0
4086,51,42100.0,11.5,602,14200.0,60,7,0.197,0,Rent,Debt consolidation,0
4087,32,87200.0,9.6,651,19100.0,48,4,0.484,0,Mortgage,Debt consolidation,0
4088,67,107500.0,21.3,717,79900.0,24,7,0.269,0,Rent,Education,0
4089,70,,18.1,791,15900.0,48,7,0.042,2,Mortgage,Education,0
4090,69,99300.0,26.0,566,19000.0,60,4,0.181,0,Rent,Car,0
4091,57,27300.0,15.9,561,3300.0,36,2,0.297,0,Rent,Medical,0
4092,20,27700.0,0.0,594,2000.0,36,2,0.507,0,Mortgage,Home improvement,0
4093,37,43600.0,5.1,547,10600.0,36,5,0.055,0,Own,Debt consolidation,0
4094,41,41800.0,13.7,553,19200.0,12,2,0.078,0,Mortgage,Debt consolidation,0
4095,68,22500.0,25.5,592,8800.0,24,7,0.12,1,Mortgage,Home improvement,0
4096,46,67800.0,14.2,769,59400.0,24,1,0.2,0,Rent,Debt consolidation,0
4097,46,68900.0,15.2,645,49800.0,36,5,0.236,0,Mortgage,Debt consolidation,0
4098,25,83000.0,6.4,673,9700.0,60,8,0.179,0,Mortgage,Medical,0
4099,60,39500.0,18.5,594,7300.0,24,4,0.139,0,Own,Education,0
4100,35,48100.0,7.8,721,3500.0,12,5,0.389,0,Mortgage,Debt consolidation,0
4101,22,48300.0,3.2,820,8100.0,48,6,0.16,0,Own,Debt consolidation,0
4102,70,114000.0,23.0,599,57000.0,60,8,0.067,0,Own,Home improvement,0
4103,28,11900.0,1.8,808,1400.0,36,4,0.168,0,Rent,Debt consolidation,0
4104,18,30400.0,0.0,699,3100.0,36,3,0.26,0,Mortgage,Home improvement,0
4105,22,49200.0,4.0,671,7400.0,36,4,0.202,0,Own,Debt consolidation,0
4106,41,28500.0,8.6,702,17600.0,48,4,0.288,0,Rent,Education,0
4107,23,43100.0,1.1,701,2900.0,60,1,0.272,0,Mortgage,Education,0
4108,62,46000.0,19.0,819,40200.0,24,5,0.105,0,Rent,Business,0
4109,45,35300.0,8.9,712,13200.0,60,7,0.322,0,Rent,Home improvement,0
4110,35,50600.0,2.8,713,17000.0,48,5,0.1,0,Mortgage,Education,0
4111,18,67100.0,0.0,636,30400.0,48,1,0.327,0,Rent,Business,0
4112,43,,8.6,737,21400.0,12,10,0.242,0,Own,Home improvement,0
4113,26,39100.0,3.3,593,15900.0,60,4,0.224,0,Mortgage,Debt consolidation,0
4114,69,45100.0,18.6,679,20900.0,36,6,0.248,0,Mortgage,Business,0
4115,33,48800.0,9.8,850,16500.0,36,4,0.073,0,Own,Debt consolidation,0
4116,43,20500.0,12.6,470,6600.0,36,4,0.186,0,Mortgage,Debt consolidation,1
4117,18,61700.0,0.0,689,4500.0,24,2,0.167,0,Rent,Debt consolidation,0
4118,24,39100.0,0.0,692,24300.0,24,3,0.12,0,Mortgage,Home improvement,0
4119,28,92100.0,3.0,652,52900.0,12,4,0.114,0,Mortgage,Car,0
4120,20,65900.0,2.0,654,40800.0,24,11,0.099,1,Rent,Education,0
4121,56,88000.0,15.8,677,74800.0,36,3,0.556,0,Own,Home improvement,0
4122,68,29600.0,20.3,650,13400.0,48,7,0.23,0,Rent,Business,0
4123,70,40700.0,21.4,688,32500.0,48,3,0.07,0,Rent,Debt consolidation,0
4124,32,26300.0,7.9,631,11200.0,36,3,0.458,0,Own,Car,0
4125,59,34500.0,16.3,832,15700.0,24,5,0.164,0,Rent,Car,1
4126,44,91700.0,11.8,650,53900.0,36,5,0.188,0,Mortgage,Business,0
4127,20,103100.0,0.0,716,24100.0,48,4,0.471,1,Mortgage,Debt consolidation,0
4128,22,27600.0,4.0,616,6500.0,48,3,0.064,1,Mortgage,Car,0
4129,47,39000.0,10.7,745,18900.0,36,7,0.098,0,Rent,Debt consolidation,0
4130,40,47200.0,9.4,729,5100.0,60,7,0.42,0,Mortgage,Debt consolidation,0
4131,18,65700.0,0.0,704,16500.0,48,1,0.44,0,Mortgage,Business,0
4132,67,20300.0,18.4,588,14700.0,60,5,0.267,1,Rent,Business,1
4133,56,22000.0,15.2,610,9800.0,48,6,0.25,1,Mortgage,Debt consolidation,0
4134,44,62600.0,10.4,805,4500.0,36,6,0.467,0,Rent,Business,0
4135,70,18500.0,18.1,609,1900.0,60,2,0.292,0,Own,Car,0
4136,69,39200.0,21.7,721,32600.0,60,1,0.224,0,Own,Medical,0
4137,69,53200.0,15.5,594,45900.0,60,2,0.261,0,Mortgage,Debt consolidation,0
4138,31,60300.0,10.5,751,35900.0,60,0,0.199,0,Rent,Home improvement,0
4139,64,45700.0,,615,9500.0,60,7,0.211,0,Rent,Car,0
4140,44,40800.0,12.3,593,14800.0,48,2,0.265,0,Mortgage,Education,0
4141,56,74800.0,10.0,613,23200.0,24,6,0.233,0,Rent,Car,0
4142,63,56500.0,15.6,626,40500.0,36,5,0.251,0,Rent,Debt consolidation,0
4143,26,35500.0,7.4,702,18000.0,36,5,0.207,0,Rent,Debt consolidation,0
4144,41,50000.0,,676,35600.0,48,4,0.265,0,Mortgage,Debt consolidation,0
4145,24,59400.0,6.0,582,21200.0,36,5,0.415,0,Rent,Debt consolidation,0
4146,32,115700.0,8.7,668,91300.0,36,5,0.035,0,Rent,Car,0
4147,39,72600.0,10.0,579,30100.0,60,6,0.255,0,Own,Debt consolidation,1
4148,63,90000.0,15.5,721,36400.0,36,8,0.026,0,Own,Medical,0
4149,63,36100.0,21.0,736,16800.0,24,5,0.303,0,Mortgage,Business,0
4150,38,37700.0,4.7,668,20800.0,48,2,0.11,1,Mortgage,Education,0
4151,35,43600.0,3.2,692,35300.0,36,4,0.521,0,Rent,Education,0
4152,46,45600.0,7.4,810,20000.0,24,7,0.346,0,Own,Education,0
4153,66,29600.0,22.1,657,24900.0,36,4,0.355,0,Own,Home improvement,0
4154,69,92300.0,20.2,594,35500.0,60,2,0.514,0,Rent,Medical,0
4155,30,76200.0,5.1,716,24800.0,36,2,0.155,0,Mortgage,Debt consolidation,0
4156,27,42100.0,3.6,579,12700.0,36,2,0.121,0,Rent,Debt consolidation,0
4157,55,67600.0,11.4,653,4600.0,36,2,0.362,0,Mortgage,Business,0
4158,33,54800.0,4.0,622,42300.0,48,3,0.17,0,Rent,Home improvement,0
4159,28,70300.0,2.1,614,8200.0,36,6,0.415,0,Own,Debt consolidation,0
4160,19,25000.0,0.0,650,8400.0,36,3,0.178,0,Mortgage,Business,0
4161,39,45600.0,6.9,742,12000.0,48,6,0.2,0,Mortgage,Medical,1
4162,38,47600.0,4.8,758,32500.0,60,3,0.43,0,Mortgage,Business,0
4163,47,67000.0,13.3,744,56500.0,36,4,0.224,0,Mortgage,Education,0
4164,28,35800.0,6.0,697,26600.0,36,3,0.292,0,Mortgage,Business,0
4165,55,14000.0,10.9,649,4500.0,48,3,0.195,0,Rent,Home improvement,0
4166,54,28500.0,13.5,481,12500.0,24,3,0.139,0,Mortgage,Business,1
4167,42,47500.0,15.2,699,12300.0,60,3,0.054,0,Rent,Home improvement,1
4168,27,50600.0,0.7,488,42300.0,36,5,0.401,1,Mortgage,Business,1
4169,44,113800.0,11.7,516,17200.0,24,3,0.195,0,Own,Car,0
4170,53,65600.0,14.3,657,56400.0,12,3,0.357,0,Mortgage,Business,0
4171,37,51100.0,10.9,691,37900.0,12,3,0.095,0,Own,Education,0
4172,31,48200.0,6.1,634,31600.0,48,3,0.329,0,Rent,Debt consolidation,0
4173,44,85100.0,9.1,793,60200.0,48,6,0.302,0,Rent,Debt consolidation,0
4174,36,36500.0,7.4,707,12400.0,48,3,0.205,0,Mortgage,Debt consolidation,0
4175,39,45700.0,8.6,650,13800.0,48,10,0.35,0,Rent,Education,0
4176,36,28400.0,,781,10600.0,36,2,0.075,0,Mortgage,Debt consolidation,0
4177,34,99700.0,2.4,795,20400.0,60,6,0.55,0,Mortgage,Debt consolidation,0
4178,55,59700.0,18.5,711,40900.0,60,2,0.124,0,Rent,Debt consolidation,0
4179,42,34400.0,12.8,608,15600.0,36,5,0.075,0,Rent,Car,0
4180,42,46300.0,6.5,626,37200.0,48,6,0.403,0,Mortgage,Debt consolidation,1
4181,52,63200.0,12.7,554,50300.0,60,6,0.077,0,Rent,Education,0
4182,37,43200.0,6.9,667,7900.0,36,3,0.628,0,Mortgage,Car,0
4183,23,37500.0,0.0,586,8800.0,24,5,0.304,1,Own,Debt consolidation,0
4184,63,35300.0,12.4,644,14100.0,36,3,0.357,1,Mortgage,Debt consolidation,0
4185,20,58100.0,0.0,691,8800.0,60,6,0.416,0,Mortgage,Education,0
4186,48,41000.0,10.9,511,26100.0,48,6,0.229,0,Rent,Business,1
4187,32,39100.0,1.3,569,26500.0,48,4,0.541,0,Rent,Car,0
4188,29,25100.0,4.9,629,16600.0,60,3,0.14,0,Mortgage,Business,0
4189,20,51000.0,2.0,666,22900.0,24,5,0.274,0,Rent,Debt consolidation,0
4190,65,44800.0,21.3,630,34300.0,60,6,0.125,0,Mortgage,Debt consolidation,0
4191,40,41700.0,,648,23600.0,36,6,0.414,0,Rent,Education,0
4192,36,54100.0,1.7,614,48400.0,48,2,0.267,0,Rent,Debt consolidation,1
4193,57,71300.0,17.7,554,53000.0,36,6,0.288,0,Mortgage,Debt consolidation,0
4194,20,69600.0,1.2,627,46200.0,36,1,0.043,0,Rent,Medical,0
4195,47,64600.0,12.9,653,10000.0,36,5,0.365,0,Mortgage,Medical,0
4196,44,43500.0,16.2,645,33000.0,36,6,0.157,0,Rent,Debt consolidation,0
4197,47,36900.0,9.1,679,11400.0,12,5,0.151,0,Rent,Education,0
4198,24,29100.0,,704,11800.0,36,6,0.077,0,Mortgage,Car,0
4199,68,36400.0,16.8,725,16100.0,36,4,0.207,2,Mortgage,Education,0
4200,30,49500.0,6.3,619,16400.0,60,4,0.383,0,Mortgage,Business,1
4201,53,33100.0,14.1,544,4700.0,12,2,0.249,0,Rent,Business,0
4202,57,51400.0,12.0,772,11300.0,12,6,0.393,0,Mortgage,Home improvement,0
4203,36,30300.0,2.9,701,22200.0,36,3,0.345,1,Mortgage,Medical,0
4204,24,21400.0,1.3,594,12900.0,48,1,0.18,0,Rent,Debt consolidation,0
4205,33,73800.0,2.3,692,62800.0,36,3,0.102,0,Rent,Business,0
4206,60,38700.0,18.4,755,28900.0,60,6,0.262,0,Mortgage,Home improvement,0
4207,66,32300.0,18.0,808,12700.0,24,4,0.372,0,Mortgage,Car,0
4208,67,28400.0,17.7,690,20400.0,36,4,0.225,2,Own,Business,0
4209,29,60600.0,2.1,755,32700.0,60,3,0.444,1,Mortgage,Debt consolidation,1
4210,50,97500.0,13.6,573,28600.0,36,7,0.201,0,Rent,Medical,1
4211,26,40100.0,3.3,667,35200.0,36,1,0.081,0,Mortgage,Home improvement,0
4212,55,44000.0,15.4,643,36900.0,60,1,0.284,0,Rent,Medical,0
4213,40,83800.0,9.3,697,12200.0,36,4,0.222,0,Mortgage,Debt consolidation,0
4214,55,19800.0,14.6,799,15100.0,24,1,0.588,0,Mortgage,Home improvement,0
4215,54,131100.0,11.3,690,15200.0,24,1,0.147,0,Rent,Education,0
4216,70,166400.0,18.6,595,139700.0,60,8,0.124,0,Rent,Debt consolidation,0
4217,43,12700.0,8.8,569,7400.0,60,0,0.178,0,Rent,Education,0
4218,36,46700.0,13.4,802,8900.0,24,6,0.373,0,Rent,Car,0
4219,45,34200.0,6.8,711,25500.0,36,5,0.363,0,Rent,Debt consolidation,0
4220,26,42900.0,1.9,706,21000.0,36,3,0.253,0,Rent,Home improvement,0
4221,23,39800.0,,643,4000.0,24,1,0.526,1,Mortgage,Medical,1
4222,45,73600.0,9.9,691,53600.0,60,6,0.402,1,Own,Debt consolidation,0
4223,61,46300.0,20.4,591,33300.0,36,1,0.115,1,Rent,Debt consolidation,0
4224,46,31100.0,10.3,701,14300.0,60,0,0.244,0,Rent,Education,0
4225,59,45000.0,15.7,576,30200.0,48,1,0.16,1,Rent,Car,1
4226,27,63400.0,6.0,641,5300.0,24,5,0.306,0,Mortgage,Business,0
4227,41,27100.0,14.6,619,8700.0,48,2,0.585,0,Own,Car,0
4228,50,21500.0,17.0,409,13400.0,48,1,0.085,0,Rent,Car,1
4229,36,132800.0,6.8,642,32700.0,36,4,0.148,0,Own,Education,0
4230,18,35600.0,0.0,598,15400.0,24,6,0.388,0,Own,Debt consolidation,1
4231,21,45800.0,1.3,653,38600.0,60,3,0.269,0,Rent,Debt consolidation,0
4232,67,40200.0,20.0,670,30300.0,48,1,0.382,1,Rent,Business,1
4233,50,64500.0,10.3,811,33800.0,48,2,0.312,0,Own,Business,0
4234,32,118900.0,8.4,694,64200.0,36,3,0.154,0,Mortgage,Debt consolidation,0
4235,31,65500.0,5.8,697,52700.0,48,3,0.062,1,Mortgage,Medical,0
4236,20,22900.0,,710,17900.0,48,1,0.231,0,Rent,Debt consolidation,0
4237,68,24500.0,16.2,740,3100.0,36,7,0.231,0,Rent,Education,0
4238,23,40200.0,2.2,706,17900.0,24,4,0.376,2,Rent,Home improvement,0
4239,58,42900.0,10.3,693,9100.0,36,2,0.196,0,Mortgage,Business,0
4240,30,20700.0,3.1,727,2500.0,48,2,0.159,0,Mortgage,Business,0
4241,35,73800.0,5.1,476,22000.0,24,2,0.299,0,Rent,Medical,1
4242,32,,6.5,837,16200.0,60,3,0.238,0,Mortgage,Debt consolidation,0
4243,61,103400.0,22.8,797,75000.0,24,6,0.363,0,Mortgage,Home improvement,0
4244,19,121800.0,1.0,687,100600.0,60,6,0.077,0,Own,Debt consolidation,0
4245,36,43300.0,11.5,557,17700.0,24,1,0.074,0,Mortgage,Education,0
4246,32,61100.0,7.5,767,25000.0,48,5,0.243,0,Own,Debt consolidation,0
4247,32,26500.0,9.0,614,4800.0,36,4,0.061,0,Rent,Car,1
4248,28,67000.0,9.6,713,14400.0,48,7,0.477,1,Own,Home improvement,0
4249,66,38200.0,17.0,567,5200.0,60,7,0.232,0,Mortgage,Home improvement,0
4250,38,28500.0,5.6,848,25100.0,12,4,0.36,0,Mortgage,Home improvement,0
4251,40,42400.0,10.8,555,6700.0,24,6,0.191,0,Rent,Home improvement,0
4252,38,38800.0,8.0,676,26900.0,12,2,0.281,0,Rent,Business,0
4253,69,41700.0,21.1,500,13300.0,36,0,0.128,0,Rent,Car,0
4254,35,78800.0,,667,39900.0,60,11,0.062,0,Rent,Education,0
4255,36,33100.0,5.4,636,26200.0,12,6,0.182,0,Rent,Medical,1
4256,35,116700.0,,761,98700.0,48,0,0.189,0,Mortgage,Home improvement,0
4257,35,25300.0,3.5,636,6400.0,36,4,0.217,1,Rent,Home improvement,0
4258,22,109900.0,3.7,761,90600.0,60,5,0.129,0,Rent,Car,0
4259,50,29500.0,14.4,588,7800.0,36,7,0.136,0,Rent,Debt consolidation,0
4260,19,49000.0,0.0,647,36000.0,60,2,0.322,0,Own,Education,1
4261,29,38400.0,1.9,649,2400.0,36,1,0.206,1,Rent,Medical,0
4262,28,41300.0,2.0,710,20900.0,60,4,0.103,0,Mortgage,Business,0
4263,33,73200.0,7.7,699,48800.0,36,8,0.086,0,Rent,Debt consolidation,0
4264,58,103800.0,14.9,728,79200.0,36,3,0.189,0,Mortgage,Debt consolidation,0
4265,49,88900.0,12.1,691,68000.0,60,3,0.659,0,Rent,Car,1
4266,70,40000.0,16.4,723,12200.0,36,3,0.158,0,Own,Home improvement,0
4267,36,53800.0,14.2,598,41700.0,36,2,0.438,0,Rent,Education,0
4268,67,33200.0,19.8,701,10800.0,36,2,0.18,0,Rent,Debt consolidation,0
4269,20,29900.0,,799,7400.0,60,4,0.331,0,Rent,Education,0
4270,44,27600.0,8.8,536,1400.0,48,3,0.331,0,Own,Home improvement,0
4271,60,39400.0,14.8,709,9900.0,24,3,0.122,0,Rent,Medical,0
4272,46,55500.0,16.9,724,8400.0,60,2,0.097,0,Mortgage,Debt consolidation,0
4273,67,18800.0,13.8,787,11700.0,36,4,0.153,0,Own,Business,0
4274,34,47900.0,7.2,728,8300.0,12,3,0.097,0,Own,Car,0
4275,19,104600.0,0.0,678,57300.0,24,2,0.346,0,Own,Debt consolidation,0
4276,59,85900.0,15.2,704,13500.0,12,4,0.281,0,Rent,Business,0
4277,21,36600.0,0.0,611,23700.0,48,3,0.041,1,Mortgage,Debt consolidation,0
4278,58,24400.0,,639,7100.0,24,5,0.495,0,Mortgage,Education,0
4279,56,61700.0,15.3,563,19300.0,12,1,0.427,0,Mortgage,Home improvement,1
4280,62,15400.0,9.9,789,9200.0,36,3,0.302,0,Mortgage,Business,0
4281,43,,9.1,706,72400.0,60,3,0.639,1,Mortgage,Car,1
4282,65,44100.0,18.5,597,39400.0,36,2,0.263,2,Rent,Medical,1
4283,27,122500.0,0.0,692,43300.0,36,6,0.153,1,Mortgage,Debt consolidation,0
4284,41,20700.0,13.7,763,17700.0,48,4,0.325,0,Mortgage,Medical,0
4285,24,77600.0,0.6,749,44300.0,12,4,0.269,0,Own,Debt consolidation,0
4286,58,46600.0,15.3,596,38200.0,60,7,0.209,0,Mortgage,Business,0
4287,55,41500.0,13.0,419,3100.0,24,3,0.22,0,Own,Debt consolidation,1
4288,60,24700.0,16.6,702,1900.0,12,2,0.349,0,Own,Medical,0
4289,58,66000.0,19.9,599,7500.0,36,4,0.124,0,Rent,Car,0
4290,34,68700.0,13.8,720,50400.0,12,5,0.258,2,Rent,Business,1
4291,21,119700.0,3.0,746,20000.0,24,6,0.229,2,Own,Debt consolidation,0
4292,67,81100.0,22.9,759,16200.0,48,3,0.449,0,Mortgage,Debt consolidation,0
4293,44,36400.0,15.5,810,19900.0,36,1,0.225,0,Rent,Debt consolidation,0
4294,23,29700.0,2.7,769,25700.0,12,4,0.156,0,Rent,Home improvement,0
4295,67,24700.0,24.3,810,13100.0,36,2,0.242,0,Rent,Education,0
4296,70,102400.0,23.2,780,68900.0,48,3,0.352,0,Rent,Debt consolidation,0
4297,41,33200.0,9.6,787,7000.0,60,9,0.179,0,Own,Medical,0
4298,58,102800.0,17.1,667,85000.0,24,5,0.314,0,Rent,Education,0
4299,19,63700.0,0.0,567,6200.0,60,8,0.397,0,Mortgage,Education,0
4300,22,57800.0,2.5,850,16800.0,48,12,0.315,0,Own,Business,0
4301,32,42000.0,1.0,675,18300.0,36,4,0.556,2,Own,Debt consolidation,0
4302,52,68200.0,8.7,768,16500.0,24,4,0.262,0,Rent,Business,0
4303,25,48600.0,3.4,626,29800.0,36,3,0.159,0,Rent,Home improvement,0
4304,19,40800.0,0.0,747,25600.0,24,3,0.184,0,Rent,Education,0
4305,53,69400.0,14.0,474,16000.0,48,4,0.214,0,Rent,Business,0
4306,58,45600.0,16.4,637,2600.0,48,1,0.087,0,Rent,Debt consolidation,1
4307,57,32900.0,16.1,662,3700.0,24,1,0.136,0,Mortgage,Debt consolidation,0
4308,60,66200.0,14.1,707,3300.0,24,4,0.536,0,Rent,Home improvement,0
4309,60,47500.0,19.5,756,38900.0,60,2,0.137,0,Rent,Debt consolidation,0
4310,49,62600.0,12.1,582,36200.0,36,5,0.244,1,Rent,Debt consolidation,0
4311,45,39100.0,,723,6600.0,36,8,0.164,0,Rent,Business,0
4312,63,26800.0,14.4,768,3400.0,60,5,0.331,0,Rent,Business,0
4313,36,116700.0,6.7,850,86900.0,24,3,0.192,0,Mortgage,Debt consolidation,0
4314,23,106200.0,5.0,727,78500.0,36,3,0.512,0,Mortgage,Education,0
4315,57,76300.0,18.5,633,64000.0,48,8,0.185,0,Mortgage,Car,0
4316,32,40400.0,3.2,568,7500.0,36,3,0.198,0,Rent,Car,0
4317,69,42200.0,18.8,816,20800.0,36,4,0.168,0,Mortgage,Home improvement,0
4318,39,97800.0,5.4,729,15000.0,60,2,0.028,0,Own,Car,0
4319,63,41100.0,16.0,668,29900.0,12,8,0.044,0,Mortgage,Medical,0
4320,20,35700.0,0.0,540,14300.0,24,2,0.203,0,Mortgage,Debt consolidation,0
4321,52,125000.0,13.2,596,80200.0,36,4,0.207,2,Mortgage,Debt consolidation,0
4322,41,47900.0,11.1,721,3600.0,48,4,0.207,0,Rent,Debt consolidation,0
4323,42,118700.0,7.2,698,84400.0,36,1,0.451,0,Own,Debt consolidation,0
4324,32,,5.3,514,6000.0,24,5,0.097,0,Mortgage,Education,0
4325,69,63500.0,19.7,721,48700.0,36,6,0.166,0,Mortgage,Business,0
4326,38,138100.0,11.2,545,28700.0,36,2,0.264,0,Mortgage,Debt consolidation,0
4327,63,49800.0,16.2,778,35900.0,48,3,0.054,0,Rent,Education,0
4328,40,43000.0,7.1,687,7100.0,60,5,0.483,0,Rent,Debt consolidation,0
4329,20,27300.0,0.0,633,16800.0,36,3,0.188,1,Mortgage,Debt consolidation,0
4330,64,84200.0,15.0,749,60000.0,48,4,0.131,0,Mortgage,Debt consolidation,0
4331,27,33400.0,5.2,698,12600.0,48,4,0.308,0,Own,Debt consolidation,0
4332,32,46800.0,5.2,776,12100.0,48,3,0.256,0,Mortgage,Business,0
4333,63,,18.2,676,9100.0,36,9,0.181,0,Rent,Debt consolidation,0
4334,65,106800.0,22.6,681,32300.0,12,6,0.192,0,Mortgage,Car,0
4335,66,87300.0,23.2,647,51300.0,48,2,0.321,0,Rent,Car,0
4336,40,48300.0,3.9,691,4200.0,36,7,0.387,0,Mortgage,Debt consolidation,0
4337,58,27500.0,17.9,806,2300.0,36,7,0.085,0,Mortgage,Medical,0
4338,35,105700.0,7.5,630,31100.0,24,2,0.654,0,Rent,Business,1
4339,57,40800.0,14.2,722,11600.0,12,7,0.624,0,Rent,Home improvement,0
4340,44,28200.0,11.4,600,5700.0,24,4,0.246,0,Mortgage,Debt consolidation,0
4341,20,20300.0,0.0,505,13400.0,24,4,0.127,0,Own,Education,1
4342,40,35500.0,,687,2500.0,24,2,0.089,0,Rent,Car,0
4343,42,23700.0,11.1,700,19800.0,24,5,0.36,2,Mortgage,Debt consolidation,0
4344,31,35900.0,2.6,661,24900.0,12,9,0.575,1,Rent,Car,1
4345,37,71100.0,5.8,550,27900.0,24,5,0.255,1,Rent,Business,0
4346,44,40600.0,5.3,694,31700.0,60,4,0.34,0,Mortgage,Debt consolidation,0
4347,20,58600.0,0.0,691,33700.0,36,7,0.142,0,Own,Education,0
4348,26,34100.0,1.8,599,18200.0,36,8,0.421,0,Rent,Debt consolidation,0
4349,58,50600.0,12.0,562,16000.0,48,4,0.65,0,Rent,Business,1
4350,36,128100.0,9.5,650,78600.0,36,5,0.148,0,Rent,Debt consolidation,0
4351,50,,,722,7000.0,12,2,0.262,0,Mortgage,Home improvement,0
4352,47,59400.0,11.5,703,29500.0,36,5,0.301,0,Rent,Debt consolidation,0
4353,47,22400.0,10.7,600,3300.0,36,5,0.203,0,Rent,Car,0
4354,39,104800.0,9.7,681,44900.0,36,1,0.405,1,Mortgage,Debt consolidation,0
4355,43,38600.0,9.9,741,22100.0,24,7,0.163,0,Mortgage,Education,0
4356,61,82900.0,14.0,576,15100.0,36,5,0.261,1,Rent,Debt consolidation,0
4357,69,46100.0,18.4,675,11000.0,24,3,0.478,0,Mortgage,Education,0
4358,31,66600.0,4.3,777,49400.0,24,4,0.317,0,Mortgage,Debt consolidation,0
4359,53,68600.0,14.7,568,18300.0,48,4,0.314,0,Mortgage,Business,0
4360,69,39100.0,20.4,762,5100.0,24,10,0.317,1,Mortgage,Debt consolidation,0
4361,18,84600.0,0.0,800,28000.0,36,7,0.313,2,Mortgage,Car,0
4362,59,33500.0,11.8,652,28300.0,12,5,0.164,0,Rent,Education,1
4363,44,72300.0,12.4,643,46300.0,48,2,0.075,0,Rent,Car,0
4364,69,40300.0,20.4,753,21700.0,36,7,0.214,0,Rent,Debt consolidation,0
4365,48,58400.0,19.7,655,44600.0,60,5,0.268,1,Mortgage,Home improvement,0
4366,62,38900.0,16.4,482,23800.0,36,1,0.371,0,Rent,Education,1
4367,26,50300.0,4.2,662,37200.0,60,1,0.175,0,Mortgage,Education,0
4368,25,28600.0,7.0,708,17400.0,24,5,0.104,0,Mortgage,Medical,1
4369,67,55500.0,20.2,729,43500.0,48,1,0.278,0,Rent,Debt consolidation,1
4370,45,50100.0,10.6,600,29100.0,36,5,0.234,1,Rent,Business,0
4371,47,37400.0,8.6,648,10300.0,36,4,0.193,0,Mortgage,Education,0
4372,27,47700.0,8.2,748,4100.0,48,4,0.451,0,Rent,Car,0
4373,30,52400.0,1.3,665,7300.0,60,1,0.073,0,Rent,Medical,0
4374,61,36000.0,,548,17500.0,48,9,0.457,0,Rent,Home improvement,1
4375,34,46000.0,5.0,769,40300.0,36,1,0.066,0,Own,Debt consolidation,0
4376,48,29700.0,11.4,653,20700.0,36,6,0.201,0,Mortgage,Education,0
4377,34,158400.0,2.1,757,112300.0,24,3,0.273,0,Rent,Education,0
4378,31,83200.0,9.2,558,51100.0,36,3,0.062,0,Mortgage,Car,0
4379,26,56200.0,2.4,660,46000.0,36,2,0.289,1,Rent,Debt consolidation,0
4380,67,88100.0,16.0,711,59500.0,24,4,0.019,0,Rent,Education,0
4381,67,18200.0,23.4,663,4900.0,12,5,0.494,0,Mortgage,Car,0
4382,24,13600.0,0.9,575,6500.0,60,3,0.235,0,Mortgage,Debt consolidation,0
4383,36,40100.0,8.2,479,15800.0,12,3,0.155,0,Own,Debt consolidation,1
4384,47,24600.0,14.1,792,4700.0,36,7,0.202,0,Mortgage,Debt consolidation,0
4385,38,43600.0,,690,10400.0,24,5,0.062,0,Mortgage,Debt consolidation,0
